c_customer_id:integer,c_name:string,c_age:integer
22052,Alice Doe,35
22053,Alice Lee,37
22054,Alex Doe,22
22055,Sara Brown,49
22056,John Brown,47
22057,Alex Doe,21
22058,Alice Wilson,43
22059,Eve Lee,57
22060,John Smith,29
22061,Jane Wilson,21
22062,Bob Taylor,51
22063,Jane Doe,55
22064,Sara Doe,52
22065,Jane Taylor,36
22066,Bob Smith,37
22067,Eve Taylor,23
22068,Alex Wilson,42
22069,Alice Taylor,18
22070,Tom Wilson,50
22071,Alice Lee,27
22072,Alex Smith,44
22073,Eve Doe,55
22074,Bob Smith,31
22075,Jane Taylor,37
22076,John Lee,43
22077,John Doe,44
22078,Alex Brown,56
22079,Bob Lee,58
22080,Jane Smith,51
22081,Sara Wilson,57
22082,Bob Wilson,54
22083,Alice Wilson,67
22084,Tom Brown,61
22085,Eve Taylor,30
22086,Alice Wilson,28
22087,Bob Doe,49
22088,Alice Doe,42
22089,Bob Wilson,50
22090,Alex Doe,43
22091,Alex Taylor,55
22092,Eve Brown,51
22093,Alice Taylor,26
22094,Sara Lee,44
22095,Tom Brown,29
22096,Eve Doe,28
22097,Sara Lee,28
22098,Jane Smith,47
22099,Tom Smith,44
22100,Eve Brown,41
22101,Alice Lee,55
22102,Bob Smith,28
22103,Tom Doe,40
22104,Sara Brown,52
22105,Eve Doe,45
22106,Eve Doe,20
22107,Eve Lee,56
22108,Jane Wilson,29
22109,Eve Taylor,36
22110,Tom Doe,56
22111,Eve Smith,45
22112,Jane Taylor,20
22113,Alex Lee,65
22114,Sara Wilson,58
22115,Alex Smith,35
22116,Bob Brown,53
22117,Bob Brown,37
22118,Alex Doe,52
22119,Bob Lee,24
22120,Alice Doe,49
22121,John Smith,25
22122,Bob Wilson,22
22123,Alice Doe,24
22124,Bob Smith,34
22125,Jane Smith,53
22126,Eve Brown,56
22127,Alex Smith,57
22128,Tom Taylor,55
22129,Alex Taylor,22
22130,Alex Lee,58
22131,John Smith,43
22132,John Brown,56
22133,John Taylor,38
22134,Alice Doe,33
22135,Tom Lee,42
22136,Eve Lee,65
22137,Bob Lee,23
22138,Tom Doe,42
22139,John Doe,56
22140,Bob Wilson,31
22141,Jane Wilson,33
22142,Tom Doe,27
22143,John Wilson,60
22144,John Smith,22
22145,Alex Lee,57
22146,Jane Brown,57
22147,Eve Brown,20
22148,Tom Brown,25
22149,Alex Taylor,24
22150,Alice Lee,24
22151,John Wilson,38
22152,Alex Taylor,51
22153,Tom Taylor,48
22154,Bob Brown,56
22155,Bob Smith,20
22156,Bob Doe,43
22157,Alice Brown,34
22158,Eve Lee,43
22159,Bob Lee,38
22160,Alex Wilson,66
22161,Eve Lee,67
22162,Eve Taylor,55
22163,Alice Taylor,33
22164,Eve Doe,65
22165,Bob Doe,48
22166,Bob Doe,49
22167,Jane Lee,49
22168,Eve Brown,43
22169,John Lee,63
22170,Alex Smith,45
22171,Sara Smith,21
22172,Alice Doe,39
22173,Jane Doe,34
22174,Alex Smith,49
22175,Jane Wilson,65
22176,Sara Doe,33
22177,Bob Doe,53
22178,Alice Wilson,36
22179,Alex Doe,29
22180,Alex Smith,45
22181,Bob Lee,57
22182,Jane Lee,18
22183,John Lee,45
22184,Alex Wilson,57
22185,Eve Doe,47
22186,Tom Lee,28
22187,Alice Lee,40
22188,Bob Doe,47
22189,Alex Taylor,56
22190,Jane Doe,22
22191,Sara Doe,22
22192,Alex Brown,46
22193,Bob Wilson,63
22194,Sara Smith,53
22195,Sara Brown,26
22196,Eve Brown,20
22197,Jane Brown,23
22198,Sara Wilson,36
22199,Alice Wilson,51
22200,John Doe,21
22201,Jane Brown,45
22202,Alex Taylor,24
22203,Sara Doe,34
22204,Jane Brown,55
22205,Bob Brown,39
22206,Sara Wilson,47
22207,Sara Brown,58
22208,Tom Doe,28
22209,Bob Smith,38
22210,Alice Brown,25
22211,Sara Doe,19
22212,Tom Doe,50
22213,Bob Brown,45
22214,Jane Smith,30
22215,Alex Wilson,40
22216,Alex Smith,55
22217,Jane Smith,37
22218,Alex Lee,43
22219,Jane Taylor,58
22220,Bob Lee,22
22221,Tom Smith,58
22222,Alex Wilson,59
22223,Bob Taylor,50
22224,Tom Taylor,33
22225,John Wilson,28
22226,Alex Smith,40
22227,John Taylor,22
22228,Sara Brown,67
22229,Alex Brown,43
22230,Alex Lee,67
22231,Alice Doe,46
22232,Alex Doe,52
22233,Tom Taylor,33
22234,Eve Smith,25
22235,John Wilson,62
22236,Alex Wilson,54
22237,Sara Wilson,32
22238,Alex Doe,27
22239,Sara Doe,58
22240,Bob Lee,27
22241,Sara Wilson,42
22242,Alice Doe,52
22243,Tom Wilson,43
22244,Bob Taylor,59
22245,Sara Taylor,37
22246,Alex Taylor,65
22247,John Taylor,47
22248,Sara Lee,20
22249,Alice Wilson,58
22250,Jane Lee,28
22251,Eve Smith,20
22252,Tom Lee,34
22253,Sara Smith,54
22254,Sara Taylor,60
22255,Alice Smith,47
22256,Alex Doe,62
22257,Alice Wilson,20
22258,Bob Smith,45
22259,Eve Taylor,38
22260,Alice Doe,41
22261,Alex Taylor,21
22262,Eve Wilson,47
22263,Alice Brown,31
22264,Tom Brown,36
22265,Jane Doe,55
22266,Sara Smith,51
22267,Alice Smith,30
22268,Alice Smith,51
22269,Bob Lee,22
22270,Alex Wilson,47
22271,Alex Brown,59
22272,Alice Brown,37
22273,Jane Doe,67
22274,Eve Doe,64
22275,Bob Smith,50
22276,Eve Wilson,57
22277,John Wilson,22
22278,Sara Brown,39
22279,Eve Smith,25
22280,John Smith,21
22281,Sara Lee,63
22282,Eve Lee,60
22283,John Doe,65
22284,Alex Brown,61
22285,Tom Doe,67
22286,Sara Brown,59
22287,Alex Taylor,41
22288,Sara Doe,63
22289,Bob Taylor,43
22290,Alice Doe,23
22291,Tom Wilson,48
22292,Sara Lee,21
22293,Alex Smith,51
22294,Alex Wilson,40
22295,Sara Doe,56
22296,Eve Taylor,40
22297,Eve Smith,43
22298,Bob Wilson,46
22299,Sara Doe,43
22300,Eve Doe,32
22301,Eve Doe,20
22302,Sara Lee,41
22303,John Taylor,54
22304,Sara Brown,33
22305,Eve Taylor,52
22306,Tom Brown,19
22307,Alex Doe,61
22308,Jane Brown,55
22309,Tom Taylor,20
22310,Bob Brown,26
22311,Alice Wilson,41
22312,Sara Smith,42
22313,John Wilson,63
22314,Eve Taylor,41
22315,Eve Wilson,23
22316,Eve Doe,18
22317,Alice Doe,33
22318,Eve Taylor,20
22319,Bob Smith,32
22320,John Taylor,41
22321,Alice Lee,49
22322,Alice Taylor,65
22323,Alex Lee,65
22324,Alice Smith,61
22325,Bob Lee,48
22326,Tom Taylor,46
22327,Jane Wilson,34
22328,Bob Brown,19
22329,Jane Smith,25
22330,Jane Wilson,47
22331,Alex Wilson,46
22332,Alex Smith,55
22333,Alice Doe,61
22334,Alice Brown,25
22335,Alex Taylor,55
22336,Tom Lee,62
22337,Alice Smith,49
22338,John Taylor,30
22339,Bob Taylor,55
22340,Alex Smith,42
22341,Tom Wilson,33
22342,Sara Doe,48
22343,Bob Wilson,33
22344,John Brown,44
22345,Sara Lee,42
22346,Bob Wilson,32
22347,Sara Doe,47
22348,Bob Lee,24
22349,Sara Doe,28
22350,Tom Taylor,36
22351,Alice Taylor,62
22352,Alex Taylor,23
22353,Bob Brown,57
22354,John Doe,48
22355,John Taylor,41
22356,Jane Wilson,37
22357,Tom Lee,57
22358,Alex Lee,21
22359,Sara Doe,22
22360,John Taylor,57
22361,Tom Lee,61
22362,John Brown,59
22363,John Smith,40
22364,Alice Brown,50
22365,Jane Doe,37
22366,Tom Taylor,48
22367,Sara Brown,32
22368,Alex Wilson,33
22369,Alice Wilson,41
22370,Sara Brown,39
22371,Bob Smith,63
22372,Alex Doe,21
22373,Jane Taylor,45
22374,Eve Smith,27
22375,Tom Wilson,34
22376,Alice Doe,30
22377,Jane Smith,20
22378,Bob Doe,40
22379,Jane Lee,43
22380,Alex Doe,38
22381,Alice Taylor,62
22382,Eve Smith,44
22383,Bob Lee,63
22384,Bob Smith,20
22385,Sara Lee,25
22386,Jane Doe,51
22387,Eve Brown,47
22388,Tom Lee,65
22389,Alice Smith,58
22390,Eve Smith,40
22391,Alex Taylor,50
22392,Eve Wilson,65
22393,Alex Lee,23
22394,Tom Wilson,36
22395,Eve Brown,36
22396,Bob Wilson,43
22397,John Brown,30
22398,Sara Smith,32
22399,Eve Taylor,37
22400,Jane Lee,54
22401,Bob Lee,19
22402,Sara Smith,29
22403,Jane Wilson,42
22404,Jane Lee,45
22405,Tom Smith,63
22406,Bob Brown,44
22407,Sara Brown,23
22408,Jane Taylor,27
22409,Eve Doe,33
22410,Alice Wilson,22
22411,Eve Smith,61
22412,Alice Taylor,54
22413,Alex Brown,41
22414,Alex Wilson,62
22415,Bob Wilson,53
22416,Alice Wilson,31
22417,Alex Smith,55
22418,Alice Doe,38
22419,Jane Taylor,25
22420,Tom Wilson,25
22421,Tom Taylor,28
22422,Alex Lee,67
22423,Jane Taylor,24
22424,Alex Doe,56
22425,Alex Brown,33
22426,Tom Wilson,65
22427,Alex Wilson,61
22428,John Taylor,37
22429,Alice Smith,65
22430,Bob Doe,61
22431,Eve Brown,56
22432,Sara Brown,23
22433,John Doe,31
22434,Tom Lee,27
22435,Eve Lee,45
22436,Jane Wilson,30
22437,John Brown,26
22438,Tom Brown,33
22439,Alex Doe,42
22440,Alex Lee,49
22441,Jane Doe,22
22442,Bob Taylor,35
22443,John Brown,32
22444,John Brown,52
22445,John Brown,45
22446,Eve Smith,35
22447,Jane Smith,32
22448,Alex Brown,40
22449,John Doe,34
22450,Jane Brown,42
22451,Bob Smith,28
22452,Eve Taylor,22
22453,Jane Smith,51
22454,Alex Smith,19
22455,Eve Doe,28
22456,Eve Doe,32
22457,Alice Brown,19
22458,Alice Doe,63
22459,Alice Wilson,51
22460,Sara Smith,46
22461,Eve Wilson,49
22462,Bob Lee,53
22463,Eve Smith,37
22464,Jane Taylor,41
22465,Alice Brown,25
22466,Eve Brown,53
22467,Eve Lee,20
22468,Tom Wilson,58
22469,Bob Smith,35
22470,John Wilson,42
22471,Alex Smith,61
22472,Eve Wilson,30
22473,Eve Lee,31
22474,Bob Lee,55
22475,Alice Wilson,38
22476,Bob Brown,48
22477,Sara Brown,35
22478,Alice Smith,22
22479,Alice Taylor,52
22480,Jane Wilson,51
22481,John Smith,48
22482,Tom Taylor,50
22483,Sara Brown,67
22484,Alex Doe,50
22485,Alex Wilson,54
22486,Sara Wilson,34
22487,Bob Taylor,50
22488,Tom Brown,26
22489,Tom Brown,18
22490,Sara Brown,65
22491,Alex Wilson,47
22492,Jane Smith,58
22493,Eve Doe,35
22494,Alice Doe,26
22495,Alice Lee,63
22496,Alex Lee,25
22497,Tom Taylor,51
22498,Sara Wilson,34
22499,Jane Lee,54
22500,Alex Doe,35
22501,Tom Taylor,21
22502,Alex Smith,49
22503,Eve Taylor,30
22504,Bob Brown,47
22505,Alice Smith,53
22506,Bob Wilson,45
22507,Sara Lee,57
22508,Sara Taylor,22
22509,Alex Wilson,19
22510,Tom Smith,47
22511,Bob Brown,53
22512,Tom Taylor,51
22513,Jane Lee,19
22514,Bob Taylor,25
22515,John Lee,61
22516,Alex Taylor,31
22517,Alex Wilson,51
22518,Eve Doe,66
22519,Tom Brown,60
22520,Bob Brown,21
22521,Alice Brown,18
22522,John Doe,62
22523,Eve Taylor,33
22524,Jane Doe,46
22525,John Doe,31
22526,Sara Doe,60
22527,Sara Doe,28
22528,Eve Lee,28
22529,Jane Taylor,24
22530,Alice Doe,48
22531,Bob Doe,19
22532,Bob Brown,67
22533,Sara Taylor,26
22534,Eve Wilson,46
22535,Alice Wilson,43
22536,Alex Doe,55
22537,Alex Brown,65
22538,Alex Doe,24
22539,Eve Doe,54
22540,John Smith,33
22541,Alice Taylor,34
22542,Alex Wilson,49
22543,Alex Wilson,22
22544,Tom Lee,21
22545,John Doe,32
22546,Bob Wilson,54
22547,Bob Lee,39
22548,Jane Brown,66
22549,Alex Wilson,63
22550,Eve Wilson,64
22551,Alice Smith,48
22552,Jane Lee,29
22553,Tom Taylor,51
22554,Tom Doe,64
22555,Sara Doe,22
22556,Tom Wilson,50
22557,Alex Doe,31
22558,Alice Taylor,42
22559,Jane Brown,25
22560,Alex Brown,31
22561,Jane Taylor,56
22562,Alex Wilson,43
22563,Bob Wilson,30
22564,John Brown,31
22565,Bob Doe,20
22566,Alex Brown,31
22567,Alex Smith,42
22568,John Taylor,27
22569,Alice Lee,36
22570,Bob Taylor,65
22571,Alex Wilson,42
22572,Tom Wilson,41
22573,John Wilson,19
22574,Sara Lee,31
22575,Bob Taylor,48
22576,Bob Brown,46
22577,Jane Smith,34
22578,Eve Wilson,25
22579,Sara Brown,36
22580,Bob Wilson,18
22581,Alex Lee,65
22582,Alex Smith,55
22583,Jane Smith,32
22584,Eve Doe,37
22585,Bob Brown,34
22586,John Wilson,48
22587,Bob Taylor,32
22588,John Lee,66
22589,Bob Smith,66
22590,Bob Taylor,18
22591,Alice Taylor,36
22592,Jane Taylor,24
22593,Eve Taylor,55
22594,Jane Smith,27
22595,Eve Brown,65
22596,Sara Lee,52
22597,Alice Doe,27
22598,Tom Doe,61
22599,Bob Wilson,23
22600,Alex Taylor,24
22601,John Wilson,23
22602,Alex Smith,27
22603,Alex Brown,29
22604,Sara Doe,18
22605,Eve Wilson,22
22606,Bob Lee,33
22607,Jane Doe,41
22608,Sara Lee,25
22609,Sara Brown,57
22610,Jane Taylor,21
22611,Alice Smith,55
22612,Eve Smith,44
22613,Alex Wilson,41
22614,Jane Brown,65
22615,Alice Brown,22
22616,Eve Wilson,62
22617,John Lee,56
22618,Eve Doe,42
22619,Eve Taylor,64
22620,John Wilson,43
22621,Eve Smith,21
22622,Bob Smith,62
22623,Tom Wilson,67
22624,Alex Doe,61
22625,John Smith,37
22626,Eve Lee,62
22627,Bob Doe,63
22628,Jane Smith,41
22629,Tom Brown,52
22630,John Smith,60
22631,Bob Smith,36
22632,Alex Doe,54
22633,Tom Smith,65
22634,Jane Doe,57
22635,Tom Smith,57
22636,Jane Taylor,31
22637,Sara Brown,62
22638,Sara Taylor,33
22639,Tom Smith,46
22640,Alex Lee,58
22641,John Doe,31
22642,Alice Taylor,45
22643,Sara Smith,63
22644,Alex Lee,62
22645,Alice Doe,18
22646,John Wilson,59
22647,Jane Wilson,38
22648,Alex Smith,29
22649,Alice Brown,61
22650,John Wilson,18
22651,Sara Lee,23
22652,Alex Wilson,55
22653,Tom Doe,40
22654,Tom Lee,64
22655,Tom Smith,63
22656,Jane Doe,67
22657,Jane Taylor,60
22658,Alice Brown,67
22659,Sara Taylor,20
22660,Jane Lee,38
22661,Jane Lee,50
22662,Sara Lee,42
22663,Sara Doe,45
22664,Sara Doe,44
22665,Jane Taylor,28
22666,John Smith,48
22667,Alice Smith,65
22668,Sara Lee,33
22669,Alex Brown,30
22670,Sara Lee,25
22671,John Brown,59
22672,Alex Brown,62
22673,John Brown,59
22674,Alice Wilson,20
22675,Eve Wilson,57
22676,Jane Taylor,25
22677,Tom Lee,28
22678,Sara Brown,53
22679,John Doe,56
22680,Tom Taylor,62
22681,Alice Doe,29
22682,Alice Brown,28
22683,Eve Taylor,34
22684,Eve Lee,18
22685,John Brown,49
22686,Eve Smith,42
22687,Alex Brown,42
22688,Eve Smith,58
22689,John Smith,60
22690,Alex Brown,50
22691,Eve Brown,64
22692,Sara Lee,57
22693,Alex Taylor,52
22694,Sara Lee,41
22695,Tom Brown,19
22696,John Lee,55
22697,Eve Smith,34
22698,Bob Lee,44
22699,John Doe,35
22700,Alex Smith,60
22701,Jane Lee,34
22702,Alex Wilson,29
22703,Eve Brown,34
22704,Sara Wilson,48
22705,Bob Smith,36
22706,Tom Wilson,25
22707,Eve Lee,19
22708,Sara Smith,26
22709,Alex Doe,32
22710,Alice Taylor,44
22711,Alice Wilson,45
22712,Eve Smith,36
22713,Eve Wilson,60
22714,Eve Brown,20
22715,Tom Doe,49
22716,Sara Taylor,37
22717,Jane Taylor,37
22718,Jane Doe,45
22719,Eve Brown,25
22720,Tom Doe,18
22721,Alice Smith,24
22722,Jane Lee,40
22723,Eve Taylor,22
22724,John Taylor,30
22725,John Taylor,43
22726,Sara Lee,65
22727,Bob Taylor,44
22728,Bob Taylor,55
22729,Alex Smith,18
22730,John Doe,24
22731,Jane Doe,23
22732,Jane Doe,65
22733,Alice Wilson,38
22734,Alex Brown,32
22735,Alex Taylor,62
22736,Eve Doe,28
22737,Tom Lee,40
22738,Jane Lee,32
22739,Eve Smith,22
22740,Alex Taylor,43
22741,Tom Brown,52
22742,Tom Doe,22
22743,Tom Brown,35
22744,John Brown,48
22745,John Wilson,37
22746,Alex Brown,67
22747,Tom Taylor,64
22748,Bob Smith,46
22749,John Doe,29
22750,John Smith,65
22751,Tom Smith,31
22752,Eve Brown,29
22753,Eve Taylor,58
22754,Alice Smith,40
22755,Bob Taylor,41
22756,Bob Brown,32
22757,Tom Smith,30
22758,Alex Brown,35
22759,John Taylor,63
22760,Eve Smith,39
22761,Sara Doe,33
22762,Alex Taylor,21
22763,Eve Taylor,32
22764,Jane Taylor,63
22765,Alex Wilson,47
22766,Bob Doe,50
22767,Eve Smith,35
22768,Eve Smith,31
22769,Alice Lee,49
22770,Eve Lee,54
22771,Tom Taylor,54
22772,Bob Smith,48
22773,Jane Brown,62
22774,Alice Wilson,50
22775,Alex Smith,29
22776,Sara Wilson,50
22777,Alice Smith,63
22778,Jane Doe,23
22779,Eve Lee,64
22780,Alice Smith,31
22781,John Smith,41
22782,Eve Doe,62
22783,Jane Wilson,54
22784,Jane Taylor,19
22785,Eve Wilson,34
22786,Sara Doe,37
22787,Sara Lee,18
22788,Eve Lee,34
22789,Eve Brown,28
22790,Jane Wilson,57
22791,Jane Lee,20
22792,Alex Lee,22
22793,Tom Wilson,65
22794,Tom Lee,53
22795,Jane Smith,46
22796,Eve Smith,19
22797,Alex Doe,36
22798,Alice Doe,31
22799,Bob Wilson,48
22800,Alice Brown,62
22801,Jane Taylor,38
22802,Eve Doe,28
22803,Eve Lee,20
22804,Jane Smith,33
22805,Eve Lee,60
22806,Eve Doe,63
22807,Alice Taylor,45
22808,Bob Brown,55
22809,Jane Lee,66
22810,Sara Taylor,51
22811,Jane Brown,26
22812,Eve Taylor,41
22813,Eve Smith,62
22814,Sara Lee,66
22815,Bob Taylor,41
22816,John Doe,20
22817,Tom Doe,41
22818,Alex Taylor,32
22819,John Brown,52
22820,Sara Doe,67
22821,Jane Brown,20
22822,Bob Wilson,43
22823,Alex Lee,20
22824,Sara Wilson,38
22825,Tom Smith,64
22826,Tom Doe,31
22827,Bob Wilson,20
22828,John Lee,31
22829,John Brown,59
22830,Bob Lee,29
22831,Alice Taylor,45
22832,John Taylor,53
22833,Alice Smith,59
22834,Sara Wilson,65
22835,Sara Wilson,22
22836,Eve Lee,52
22837,Sara Taylor,28
22838,Alice Lee,47
22839,Alice Doe,38
22840,Sara Taylor,38
22841,Alex Smith,30
22842,Eve Smith,58
22843,John Wilson,53
22844,Tom Wilson,28
22845,Sara Taylor,65
22846,Tom Taylor,33
22847,John Doe,59
22848,Alice Smith,66
22849,Alex Smith,27
22850,Alex Brown,27
22851,Alice Wilson,62
22852,John Smith,61
22853,Alice Taylor,50
22854,Tom Taylor,49
22855,Tom Lee,53
22856,Sara Smith,56
22857,Eve Brown,32
22858,Alice Taylor,37
22859,Sara Smith,42
22860,Alice Lee,29
22861,John Taylor,37
22862,Alex Wilson,51
22863,John Taylor,18
22864,Jane Brown,59
22865,Sara Lee,38
22866,John Taylor,48
22867,Alex Taylor,57
22868,Alex Smith,34
22869,Alex Smith,24
22870,Jane Wilson,40
22871,Alex Smith,26
22872,Sara Doe,38
22873,John Taylor,44
22874,Alice Taylor,61
22875,Sara Lee,30
22876,Sara Brown,48
22877,Sara Brown,60
22878,Eve Doe,28
22879,Sara Taylor,36
22880,Alex Doe,24
22881,Tom Doe,66
22882,Tom Wilson,39
22883,Tom Brown,55
22884,Alex Lee,66
22885,Bob Brown,29
22886,Alice Brown,63
22887,Alice Wilson,57
22888,Jane Brown,37
22889,Tom Lee,58
22890,Tom Brown,51
22891,Alice Wilson,27
22892,Tom Brown,53
22893,Sara Wilson,42
22894,Tom Doe,59
22895,Eve Taylor,25
22896,Bob Brown,19
22897,Bob Smith,64
22898,Alice Taylor,64
22899,Eve Wilson,57
22900,Jane Smith,63
22901,Alice Wilson,26
22902,Eve Brown,51
22903,Jane Doe,33
22904,Alex Brown,27
22905,Alice Doe,29
22906,John Brown,19
22907,Eve Doe,45
22908,Bob Smith,22
22909,Alice Doe,19
22910,Jane Brown,21
22911,John Doe,48
22912,Alex Lee,23
22913,Bob Brown,35
22914,Alice Taylor,53
22915,Eve Lee,35
22916,Eve Wilson,38
22917,Eve Taylor,32
22918,Bob Taylor,67
22919,John Doe,46
22920,Eve Wilson,39
22921,Alex Taylor,47
22922,Sara Smith,50
22923,Sara Taylor,49
22924,Jane Wilson,46
22925,Alex Wilson,22
22926,Jane Doe,64
22927,Bob Smith,30
22928,Bob Brown,37
22929,Bob Doe,48
22930,Tom Smith,62
22931,Bob Doe,50
22932,John Smith,32
22933,Sara Lee,44
22934,John Lee,52
22935,Bob Smith,33
22936,Eve Doe,43
22937,Jane Lee,27
22938,Tom Brown,36
22939,John Smith,24
22940,Alice Lee,40
22941,Jane Brown,39
22942,Alex Wilson,41
22943,Eve Brown,57
22944,Tom Wilson,38
22945,Alex Smith,19
22946,Tom Doe,67
22947,Tom Taylor,34
22948,Jane Brown,41
22949,Tom Lee,49
22950,Alice Wilson,44
22951,Alex Smith,53
22952,Bob Wilson,41
22953,Alice Smith,59
22954,Tom Doe,37
22955,Bob Smith,51
22956,Jane Taylor,34
22957,Tom Wilson,35
22958,Jane Smith,23
22959,Jane Wilson,59
22960,John Brown,20
22961,Alice Wilson,58
22962,Eve Lee,46
22963,Alex Smith,31
22964,Jane Taylor,43
22965,Alex Smith,42
22966,Alice Wilson,55
22967,Bob Brown,22
22968,Tom Smith,51
22969,Jane Brown,22
22970,Alice Smith,33
22971,Alice Brown,56
22972,Alex Doe,18
22973,Bob Doe,21
22974,Tom Doe,65
22975,Alice Taylor,19
22976,Jane Taylor,35
22977,Bob Brown,63
22978,Eve Taylor,20
22979,Bob Smith,61
22980,Tom Doe,30
22981,Eve Wilson,42
22982,Sara Doe,18
22983,Tom Doe,26
22984,Bob Brown,56
22985,Tom Brown,56
22986,Eve Taylor,20
22987,Alex Taylor,42
22988,Eve Doe,23
22989,Bob Doe,39
22990,Sara Brown,22
22991,John Lee,64
22992,Jane Wilson,21
22993,Eve Lee,46
22994,Eve Wilson,23
22995,John Brown,42
22996,Jane Lee,18
22997,Alex Doe,29
22998,Alex Taylor,36
22999,Jane Wilson,24
23000,Jane Brown,36
23001,John Taylor,32
23002,Alex Smith,29
23003,John Wilson,20
23004,John Brown,26
23005,Alice Brown,61
23006,Alex Smith,58
23007,Alice Wilson,23
23008,Sara Taylor,35
23009,John Taylor,62
23010,Tom Taylor,26
23011,Alex Doe,67
23012,Sara Smith,66
23013,John Lee,38
23014,Jane Brown,23
23015,Alex Lee,56
23016,Alex Doe,47
23017,Alice Taylor,21
23018,Alice Taylor,40
23019,John Brown,23
23020,Tom Taylor,18
23021,Tom Smith,38
23022,Eve Wilson,63
23023,Alice Doe,26
23024,Eve Doe,20
23025,Alice Smith,32
23026,Alex Lee,54
23027,Tom Taylor,49
23028,Alex Doe,28
23029,Sara Taylor,43
23030,Sara Smith,19
23031,Sara Lee,43
23032,John Smith,59
23033,Alex Smith,62
23034,Eve Taylor,24
23035,John Doe,39
23036,Alice Smith,53
23037,Alex Doe,40
23038,Eve Lee,36
23039,Sara Smith,58
23040,Eve Lee,21
23041,Alice Doe,44
23042,Tom Lee,62
23043,Bob Doe,59
23044,Bob Taylor,19
23045,Eve Smith,38
23046,Sara Wilson,60
23047,Eve Doe,65
23048,Alex Smith,56
23049,Alex Brown,67
23050,Alex Doe,24
23051,Alex Brown,55
23052,Sara Smith,25
23053,Bob Lee,53
23054,Alice Wilson,47
23055,Eve Taylor,49
23056,Alice Doe,44
23057,Bob Brown,35
23058,Sara Brown,49
23059,Eve Wilson,65
23060,Sara Wilson,29
23061,Jane Lee,33
23062,Alice Brown,40
23063,Bob Lee,43
23064,Alice Doe,35
23065,Bob Brown,51
23066,John Doe,55
23067,John Lee,61
23068,John Wilson,67
23069,Jane Smith,63
23070,John Smith,42
23071,Eve Doe,24
23072,Alice Wilson,64
23073,John Doe,39
23074,Alex Smith,36
23075,Sara Wilson,43
23076,Eve Brown,35
23077,Eve Brown,61
23078,Alice Doe,54
23079,Alice Lee,46
23080,Tom Doe,21
23081,Bob Brown,24
23082,Alex Lee,23
23083,Alice Brown,47
23084,Alex Doe,20
23085,Eve Doe,43
23086,John Lee,36
23087,Jane Lee,40
23088,Jane Doe,54
23089,Sara Taylor,26
23090,Jane Wilson,23
23091,Alice Taylor,37
23092,Bob Lee,41
23093,Tom Smith,60
23094,Bob Taylor,23
23095,Sara Smith,66
23096,Eve Taylor,52
23097,Jane Doe,65
23098,Alice Lee,66
23099,Jane Doe,45
23100,John Wilson,60
23101,John Lee,24
23102,Sara Taylor,44
23103,John Brown,50
23104,John Brown,52
23105,Alice Taylor,51
23106,Alex Doe,54
23107,Tom Lee,28
23108,Bob Lee,58
23109,Alice Taylor,55
23110,Tom Smith,61
23111,John Taylor,41
23112,Tom Taylor,58
23113,Sara Smith,20
23114,Bob Taylor,36
23115,Alice Taylor,34
23116,Eve Doe,45
23117,Alex Brown,27
23118,Alice Brown,36
23119,Bob Smith,51
23120,Eve Lee,54
23121,Sara Doe,59
23122,John Doe,53
23123,Eve Taylor,21
23124,Eve Wilson,20
23125,Sara Wilson,54
23126,Sara Taylor,53
23127,Jane Taylor,34
23128,Bob Taylor,31
23129,Bob Lee,26
23130,Alex Lee,66
23131,Bob Smith,34
23132,Alice Doe,21
23133,Sara Doe,61
23134,Jane Brown,43
23135,Tom Lee,62
23136,Eve Smith,33
23137,Alex Taylor,50
23138,Sara Smith,65
23139,Jane Doe,43
23140,Bob Brown,48
23141,Jane Smith,40
23142,Jane Brown,60
23143,Jane Smith,25
23144,John Doe,42
23145,Alex Lee,37
23146,Sara Brown,54
23147,Sara Lee,41
23148,Sara Smith,31
23149,Bob Taylor,45
23150,Sara Taylor,21
23151,Eve Brown,40
23152,Jane Wilson,63
23153,Sara Smith,20
23154,Tom Brown,64
23155,Tom Smith,67
23156,John Brown,62
23157,Alex Doe,46
23158,Jane Taylor,36
23159,Alice Lee,45
23160,Alex Smith,45
23161,Alice Smith,19
23162,Eve Brown,25
23163,Sara Doe,41
23164,Eve Lee,64
23165,Sara Smith,29
23166,Sara Smith,56
23167,John Taylor,59
23168,Bob Doe,67
23169,Sara Doe,29
23170,Tom Doe,55
23171,Alice Smith,19
23172,Sara Lee,26
23173,Alex Taylor,67
23174,Eve Brown,29
23175,Tom Doe,38
23176,Jane Doe,33
23177,Alex Brown,62
23178,Sara Smith,49
23179,Jane Taylor,25
23180,Alice Taylor,35
23181,Tom Wilson,57
23182,Alex Lee,65
23183,Sara Taylor,36
23184,Alex Brown,28
23185,John Doe,30
23186,Eve Doe,51
23187,Alice Brown,62
23188,Jane Lee,22
23189,John Brown,42
23190,Sara Brown,18
23191,Bob Wilson,47
23192,Tom Wilson,42
23193,Jane Wilson,63
23194,Bob Wilson,33
23195,Jane Wilson,50
23196,Sara Wilson,19
23197,Alice Smith,61
23198,Sara Taylor,61
23199,Eve Wilson,57
23200,Tom Lee,29
23201,Alice Brown,30
23202,Sara Smith,59
23203,Sara Brown,30
23204,Alex Smith,48
